id,mac_src,ip_src,tam_src,fecha,hora
3428,02:00:54:74:68:72,192.168.117.2,79,2023-07-24,13:36:35
3429,02:00:6d:73:62:62,142.250.189.3,187,2023-07-24,13:36:35
3430,02:00:6d:73:62:62,142.250.189.3,40,2023-07-24,13:36:35
3431,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3432,02:00:6d:73:62:62,51.132.193.104,1500,2023-07-24,13:36:35
3433,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3434,02:00:6d:73:62:62,51.132.193.104,1500,2023-07-24,13:36:35
3435,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3436,02:00:6d:73:62:62,51.132.193.104,1500,2023-07-24,13:36:35
3437,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3438,02:00:6d:73:62:62,51.132.193.104,1500,2023-07-24,13:36:35
3439,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3440,02:00:6d:73:62:62,51.132.193.104,494,2023-07-24,13:36:35
3441,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3442,02:00:54:74:68:72,192.168.117.2,198,2023-07-24,13:36:35
3443,02:00:6d:73:62:62,51.132.193.104,40,2023-07-24,13:36:35
3444,02:00:54:74:68:72,192.168.117.2,357,2023-07-24,13:36:35
3445,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3446,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3447,02:00:6d:73:62:62,142.250.189.3,40,2023-07-24,13:36:35
3448,02:00:6d:73:62:62,142.250.189.3,40,2023-07-24,13:36:35
3449,02:00:6d:73:62:62,142.250.189.3,40,2023-07-24,13:36:35
3450,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3451,02:00:6d:73:62:62,142.250.189.3,40,2023-07-24,13:36:35
3452,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3453,02:00:6d:73:62:62,51.132.193.104,91,2023-07-24,13:36:35
3454,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:35
3455,02:00:54:74:68:72,192.168.117.2,575,2023-07-24,13:36:35
3456,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:35
3457,02:00:54:74:68:72,192.168.117.2,256,2023-07-24,13:36:35
3458,02:00:6d:73:62:62,51.132.193.104,40,2023-07-24,13:36:35
3459,02:00:6d:73:62:62,51.132.193.104,40,2023-07-24,13:36:35
3460,02:00:6d:73:62:62,51.132.193.104,40,2023-07-24,13:36:35
3461,02:00:6d:73:62:62,172.217.14.110,55,2023-07-24,13:36:35
3462,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:35
3463,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:35
3464,02:00:6d:73:62:62,172.217.14.110,128,2023-07-24,13:36:35
3465,02:00:54:74:68:72,192.168.117.2,66,2023-07-24,13:36:35
3466,02:00:6d:73:62:62,172.217.14.110,248,2023-07-24,13:36:35
3467,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:35
3468,02:00:6d:73:62:62,172.217.14.110,65,2023-07-24,13:36:35
3469,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:36
3470,02:00:6d:73:62:62,172.217.14.110,52,2023-07-24,13:36:36
3471,02:00:6d:73:62:62,51.132.193.104,94,2023-07-24,13:36:36
3472,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:36
3473,02:00:6d:73:62:62,51.132.193.104,539,2023-07-24,13:36:36
3474,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:36
3475,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:36
3476,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:37
3477,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:38
3478,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:39
3479,02:00:54:74:68:72,192.168.117.2,364,2023-07-24,13:36:40
3480,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:40
3481,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:41
3482,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:42
3483,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:43
3484,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:44
3485,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:45
3486,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:46
3487,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:47
3488,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:48
3489,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:49
3490,02:00:54:74:68:72,192.168.117.2,92,2023-07-24,13:36:49
3491,02:00:54:74:68:72,192.168.117.2,57,2023-07-24,13:36:50
3492,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:50
3493,02:00:6d:73:62:62,172.217.14.110,53,2023-07-24,13:36:50
3494,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:50
3495,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:50
3496,02:00:6d:73:62:62,192.168.117.1,64,2023-07-24,13:36:50
3497,02:00:6d:73:62:62,192.168.117.1,96,2023-07-24,13:36:50
3498,02:00:54:74:68:72,192.168.117.2,52,2023-07-24,13:36:50
3499,02:00:6d:73:62:62,131.253.33.239,44,2023-07-24,13:36:50
3500,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3501,02:00:54:74:68:72,192.168.117.2,557,2023-07-24,13:36:51
3502,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3503,02:00:6d:73:62:62,131.253.33.239,1500,2023-07-24,13:36:51
3504,02:00:6d:73:62:62,131.253.33.239,1500,2023-07-24,13:36:51
3505,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3506,02:00:6d:73:62:62,131.253.33.239,1500,2023-07-24,13:36:51
3507,02:00:6d:73:62:62,131.253.33.239,1500,2023-07-24,13:36:51
3508,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3509,02:00:6d:73:62:62,131.253.33.239,147,2023-07-24,13:36:51
3510,02:00:54:74:68:72,192.168.117.2,198,2023-07-24,13:36:51
3511,02:00:54:74:68:72,192.168.117.2,145,2023-07-24,13:36:51
3512,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:51
3513,02:00:54:74:68:72,192.168.117.2,827,2023-07-24,13:36:51
3514,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:51
3515,02:00:54:74:68:72,192.168.117.2,563,2023-07-24,13:36:51
3516,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3517,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3518,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3519,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3520,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3521,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3522,02:00:6d:73:62:62,131.253.33.239,451,2023-07-24,13:36:51
3523,02:00:54:74:68:72,192.168.117.2,78,2023-07-24,13:36:51
3524,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:51
3525,02:00:6d:73:62:62,131.253.33.239,78,2023-07-24,13:36:51
3526,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3527,02:00:6d:73:62:62,131.253.33.239,1500,2023-07-24,13:36:51
3528,02:00:6d:73:62:62,131.253.33.239,689,2023-07-24,13:36:51
3529,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3530,02:00:6d:73:62:62,131.253.33.239,1264,2023-07-24,13:36:51
3531,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3532,02:00:54:74:68:72,192.168.117.2,63,2023-07-24,13:36:51
3533,02:00:54:74:68:72,192.168.117.2,63,2023-07-24,13:36:51
3534,02:00:6d:73:62:62,192.168.117.1,63,2023-07-24,13:36:51
3535,02:00:54:74:68:72,192.168.117.2,358,2023-07-24,13:36:51
3536,02:00:6d:73:62:62,172.217.14.110,56,2023-07-24,13:36:51
3537,02:00:6d:73:62:62,192.168.117.1,79,2023-07-24,13:36:51
3538,02:00:6d:73:62:62,172.217.14.110,128,2023-07-24,13:36:51
3539,02:00:6d:73:62:62,172.217.14.110,188,2023-07-24,13:36:51
3540,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:51
3541,02:00:54:74:68:72,192.168.117.2,52,2023-07-24,13:36:51
3542,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:51
3543,02:00:6d:73:62:62,13.107.6.158,44,2023-07-24,13:36:51
3544,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:51
3545,02:00:54:74:68:72,192.168.117.2,557,2023-07-24,13:36:51
3546,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:51
3547,02:00:54:74:68:72,192.168.117.2,61,2023-07-24,13:36:51
3548,02:00:54:74:68:72,192.168.117.2,58,2023-07-24,13:36:52
3549,02:00:6d:73:62:62,172.217.14.110,53,2023-07-24,13:36:52
3550,02:00:6d:73:62:62,13.107.6.158,1500,2023-07-24,13:36:52
3551,02:00:6d:73:62:62,13.107.6.158,1500,2023-07-24,13:36:52
3552,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:52
3553,02:00:6d:73:62:62,13.107.6.158,1500,2023-07-24,13:36:52
3554,02:00:6d:73:62:62,13.107.6.158,1500,2023-07-24,13:36:52
3555,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:52
3556,02:00:6d:73:62:62,13.107.6.158,1240,2023-07-24,13:36:52
3557,02:00:54:74:68:72,192.168.117.2,198,2023-07-24,13:36:52
3558,02:00:54:74:68:72,192.168.117.2,145,2023-07-24,13:36:52
3559,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:52
3560,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:52
3561,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:52
3562,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:52
3563,02:00:54:74:68:72,192.168.117.2,1358,2023-07-24,13:36:52
3564,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3565,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3566,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3567,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3568,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3569,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3570,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3571,02:00:6d:73:62:62,172.217.14.110,54,2023-07-24,13:36:52
3572,02:00:6d:73:62:62,13.107.6.158,451,2023-07-24,13:36:52
3573,02:00:54:74:68:72,192.168.117.2,78,2023-07-24,13:36:52
3574,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:52
3575,02:00:6d:73:62:62,13.107.6.158,78,2023-07-24,13:36:52
3576,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:52
3577,02:00:6d:73:62:62,13.107.6.158,950,2023-07-24,13:36:52
3578,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:52
3579,02:00:54:74:68:72,192.168.117.2,214,2023-07-24,13:36:52
3580,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:52
3581,02:00:6d:73:62:62,172.217.14.110,58,2023-07-24,13:36:52
3582,02:00:54:74:68:72,192.168.117.2,61,2023-07-24,13:36:52
3583,02:00:6d:73:62:62,172.217.14.110,657,2023-07-24,13:36:52
3584,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:52
3585,02:00:6d:73:62:62,172.217.14.110,63,2023-07-24,13:36:52
3586,02:00:6d:73:62:62,172.217.14.110,302,2023-07-24,13:36:53
3587,02:00:54:74:68:72,192.168.117.2,60,2023-07-24,13:36:53
3588,02:00:54:74:68:72,192.168.117.2,58,2023-07-24,13:36:53
3589,02:00:6d:73:62:62,172.217.14.110,53,2023-07-24,13:36:53
3590,02:00:6d:73:62:62,172.217.14.110,54,2023-07-24,13:36:53
3591,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:53
3592,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:53
3593,02:00:54:74:68:72,192.168.117.2,41,2023-07-24,13:36:53
3594,02:00:6d:73:62:62,192.168.117.1,62,2023-07-24,13:36:53
3595,02:00:6d:73:62:62,142.251.2.188,40,2023-07-24,13:36:53
3596,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:53
3597,02:00:6d:73:62:62,192.168.117.1,78,2023-07-24,13:36:53
3598,02:00:54:74:68:72,192.168.117.2,52,2023-07-24,13:36:53
3599,02:00:6d:73:62:62,157.240.11.53,44,2023-07-24,13:36:53
3600,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:53
3601,02:00:54:74:68:72,192.168.117.2,557,2023-07-24,13:36:53
3602,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:53
3603,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:54
3604,02:00:6d:73:62:62,157.240.11.53,979,2023-07-24,13:36:54
3605,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3606,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3607,02:00:54:74:68:72,192.168.117.2,104,2023-07-24,13:36:54
3608,02:00:54:74:68:72,192.168.117.2,615,2023-07-24,13:36:54
3609,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:54
3610,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:54
3611,02:00:54:74:68:72,192.168.117.2,58,2023-07-24,13:36:54
3612,02:00:54:74:68:72,192.168.117.2,58,2023-07-24,13:36:54
3613,02:00:6d:73:62:62,192.168.117.1,58,2023-07-24,13:36:54
3614,02:00:6d:73:62:62,157.240.11.53,217,2023-07-24,13:36:54
3615,02:00:6d:73:62:62,192.168.117.1,90,2023-07-24,13:36:54
3616,02:00:54:74:68:72,192.168.117.2,52,2023-07-24,13:36:54
3617,02:00:6d:73:62:62,107.167.110.211,44,2023-07-24,13:36:54
3618,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3619,02:00:54:74:68:72,192.168.117.2,557,2023-07-24,13:36:54
3620,02:00:6d:73:62:62,107.167.110.211,40,2023-07-24,13:36:54
3621,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3622,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3623,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3624,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:54
3625,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:54
3626,02:00:6d:73:62:62,131.253.33.239,40,2023-07-24,13:36:54
3627,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3628,02:00:6d:73:62:62,13.107.6.158,40,2023-07-24,13:36:54
3629,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3630,02:00:6d:73:62:62,157.240.11.53,228,2023-07-24,13:36:54
3631,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3632,02:00:54:74:68:72,192.168.117.2,122,2023-07-24,13:36:54
3633,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:54
3634,02:00:6d:73:62:62,157.240.11.53,416,2023-07-24,13:36:54
3635,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3636,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:54
3637,02:00:6d:73:62:62,107.167.110.211,1500,2023-07-24,13:36:54
3638,02:00:6d:73:62:62,107.167.110.211,1500,2023-07-24,13:36:54
3639,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:54
3640,02:00:6d:73:62:62,107.167.110.211,259,2023-07-24,13:36:54
3641,02:00:54:74:68:72,192.168.117.2,120,2023-07-24,13:36:54
3642,02:00:54:74:68:72,192.168.117.2,524,2023-07-24,13:36:54
3643,02:00:6d:73:62:62,107.167.110.211,40,2023-07-24,13:36:54
3644,02:00:6d:73:62:62,107.167.110.211,40,2023-07-24,13:36:55
3645,02:00:6d:73:62:62,107.167.110.211,240,2023-07-24,13:36:55
3646,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3647,02:00:54:74:68:72,192.168.117.2,222,2023-07-24,13:36:55
3648,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3649,02:00:54:74:68:72,192.168.117.2,109,2023-07-24,13:36:55
3650,02:00:54:74:68:72,192.168.117.2,132,2023-07-24,13:36:55
3651,02:00:54:74:68:72,192.168.117.2,132,2023-07-24,13:36:55
3652,02:00:54:74:68:72,192.168.117.2,130,2023-07-24,13:36:55
3653,02:00:54:74:68:72,192.168.117.2,130,2023-07-24,13:36:55
3654,02:00:54:74:68:72,192.168.117.2,135,2023-07-24,13:36:55
3655,02:00:54:74:68:72,192.168.117.2,135,2023-07-24,13:36:55
3656,02:00:54:74:68:72,192.168.117.2,132,2023-07-24,13:36:55
3657,02:00:54:74:68:72,192.168.117.2,132,2023-07-24,13:36:55
3658,02:00:54:74:68:72,192.168.117.2,1500,2023-07-24,13:36:55
3659,02:00:54:74:68:72,192.168.117.2,1143,2023-07-24,13:36:55
3660,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3661,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3662,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3663,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3664,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3665,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3666,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3667,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3668,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3669,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3670,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3671,02:00:54:74:68:72,192.168.117.2,130,2023-07-24,13:36:55
3672,02:00:54:74:68:72,192.168.117.2,130,2023-07-24,13:36:55
3673,02:00:54:74:68:72,192.168.117.2,130,2023-07-24,13:36:55
3674,02:00:54:74:68:72,192.168.117.2,130,2023-07-24,13:36:55
3675,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3676,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3677,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3678,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:55
3679,02:00:6d:73:62:62,157.240.11.53,217,2023-07-24,13:36:55
3680,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3681,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3682,02:00:6d:73:62:62,107.167.110.211,40,2023-07-24,13:36:55
3683,02:00:6d:73:62:62,107.167.110.211,40,2023-07-24,13:36:55
3684,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3685,02:00:6d:73:62:62,157.240.11.53,110,2023-07-24,13:36:55
3686,02:00:6d:73:62:62,157.240.11.53,103,2023-07-24,13:36:55
3687,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3688,02:00:6d:73:62:62,157.240.11.53,184,2023-07-24,13:36:55
3689,02:00:6d:73:62:62,157.240.11.53,482,2023-07-24,13:36:55
3690,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3691,02:00:54:74:68:72,192.168.117.2,291,2023-07-24,13:36:55
3692,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3693,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3694,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3695,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3696,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3697,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3698,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3699,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3700,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3701,02:00:6d:73:62:62,157.240.11.53,240,2023-07-24,13:36:55
3702,02:00:6d:73:62:62,157.240.11.53,614,2023-07-24,13:36:55
3703,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3704,02:00:6d:73:62:62,157.240.11.53,113,2023-07-24,13:36:55
3705,02:00:6d:73:62:62,157.240.11.53,522,2023-07-24,13:36:55
3706,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:55
3707,02:00:6d:73:62:62,157.240.11.53,520,2023-07-24,13:36:56
3708,02:00:6d:73:62:62,157.240.11.53,484,2023-07-24,13:36:56
3709,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3710,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:56
3711,02:00:54:74:68:72,192.168.117.2,62,2023-07-24,13:36:56
3712,02:00:6d:73:62:62,192.168.117.1,62,2023-07-24,13:36:56
3713,02:00:54:74:68:72,192.168.117.2,103,2023-07-24,13:36:56
3714,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:56
3715,02:00:6d:73:62:62,192.168.117.1,78,2023-07-24,13:36:56
3716,02:00:54:74:68:72,192.168.117.2,1278,2023-07-24,13:36:56
3717,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3718,02:00:6d:73:62:62,157.240.11.53,93,2023-07-24,13:36:56
3719,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3720,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3721,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:56
3722,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3723,02:00:6d:73:62:62,157.240.11.53,1175,2023-07-24,13:36:56
3724,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3725,02:00:54:74:68:72,192.168.117.2,52,2023-07-24,13:36:56
3726,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3727,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3728,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3729,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3730,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3731,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3732,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3733,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3734,02:00:6d:73:62:62,157.240.11.53,293,2023-07-24,13:36:56
3735,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3736,02:00:6d:73:62:62,157.240.11.53,1420,2023-07-24,13:36:56
3737,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3738,02:00:6d:73:62:62,157.240.11.53,1255,2023-07-24,13:36:56
3739,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3740,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3741,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3742,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3743,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3744,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:56
3745,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:56
3746,02:00:6d:73:62:62,157.240.11.53,218,2023-07-24,13:36:56
3747,02:00:6d:73:62:62,157.240.11.53,1500,2023-07-24,13:36:56
3748,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3749,02:00:6d:73:62:62,157.240.11.53,1407,2023-07-24,13:36:56
3750,02:00:6d:73:62:62,157.240.11.53,44,2023-07-24,13:36:56
3751,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3752,02:00:54:74:68:72,192.168.117.2,557,2023-07-24,13:36:56
3753,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3754,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:56
3755,02:00:54:74:68:72,192.168.117.2,1278,2023-07-24,13:36:56
3756,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3757,02:00:6d:73:62:62,157.240.11.53,1207,2023-07-24,13:36:56
3758,02:00:6d:73:62:62,157.240.11.53,108,2023-07-24,13:36:56
3759,02:00:54:74:68:72,192.168.117.2,71,2023-07-24,13:36:56
3760,02:00:54:74:68:72,192.168.117.2,101,2023-07-24,13:36:56
3761,02:00:54:74:68:72,192.168.117.2,95,2023-07-24,13:36:56
3762,02:00:54:74:68:72,192.168.117.2,581,2023-07-24,13:36:56
3763,02:00:54:74:68:72,192.168.117.2,220,2023-07-24,13:36:56
3764,02:00:54:74:68:72,192.168.117.2,40,2023-07-24,13:36:56
3765,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3766,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3767,02:00:54:74:68:72,192.168.117.2,178,2023-07-24,13:36:56
3768,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3769,02:00:54:74:68:72,192.168.117.2,657,2023-07-24,13:36:56
3770,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3771,02:00:54:74:68:72,192.168.117.2,304,2023-07-24,13:36:56
3772,02:00:6d:73:62:62,157.240.11.53,76,2023-07-24,13:36:56
3773,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:56
3774,02:00:6d:73:62:62,157.240.11.53,67,2023-07-24,13:36:56
3775,02:00:6d:73:62:62,157.240.11.53,140,2023-07-24,13:36:56
3776,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:56
3777,02:00:6d:73:62:62,157.240.11.53,76,2023-07-24,13:36:56
3778,02:00:6d:73:62:62,157.240.11.53,76,2023-07-24,13:36:56
3779,02:00:6d:73:62:62,157.240.11.53,268,2023-07-24,13:36:56
3780,02:00:6d:73:62:62,157.240.11.53,1260,2023-07-24,13:36:56
3781,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:56
3782,02:00:54:74:68:72,192.168.117.2,64,2023-07-24,13:36:56
3783,02:00:54:74:68:72,192.168.117.2,68,2023-07-24,13:36:56
3784,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3785,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3786,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3787,02:00:54:74:68:72,192.168.117.2,115,2023-07-24,13:36:56
3788,02:00:6d:73:62:62,157.240.11.53,40,2023-07-24,13:36:56
